Latitude,Longitude,Lat-Long,Time
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6060,W111:35.3968,"33d 26.6060N, 111d 35.3968W",19:21:01
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6137,W111:35.4159,"33d 26.6137N, 111d 35.4159W",19:21:02
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6158,W111:35.4597,"33d 26.6158N, 111d 35.4597W",19:21:04
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.6015,W111:35.4752,"33d 26.6015N, 111d 35.4752W",19:21:05
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5850,W111:35.4768,"33d 26.5850N, 111d 35.4768W",19:21:06
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5591,W111:35.4494,"33d 26.5591N, 111d 35.4494W",19:21:08
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.5698,W111:35.4135,"33d 26.5698N, 111d 35.4135W",19:21:09
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6106,W111:35.3093,"33d 26.6106N, 111d 35.3093W",19:21:12
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6288,W111:35.2890,"33d 26.6288N, 111d 35.2890W",19:21:13
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6496,W111:35.2930,"33d 26.6496N, 111d 35.2930W",19:21:14
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6592,W111:35.3075,"33d 26.6592N, 111d 35.3075W",19:21:15
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6565,W111:35.3319,"33d 26.6565N, 111d 35.3319W",19:21:16
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6498,W111:35.3591,"33d 26.6498N, 111d 35.3591W",19:21:17
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6427,W111:35.3853,"33d 26.6427N, 111d 35.3853W",19:21:18
N 33:26.6340,W111:35.4105,"33d 26.6340N, 111d 35.4105W",19:21:19
N 33:26.6340,W111:35.4105,"33d 26.6340N, 111d 35.4105W",19:21:19
N 33:26.6340,W111:35.4105,"33d 26.6340N, 111d 35.4105W",19:21:19
N 33:26.6340,W111:35.4105,"33d 26.6340N, 111d 35.4105W",19:21:19
